idsadvr,sexe,langues.nom,langues.medium,affiliations.fonction.codeSad,affiliations.fonction.nom,formations.diplome,formations.annee,formations.institutions.nom,formations.institutions.paysNom,formations.institutions.paysCode
in32970,F,Français,Écrit,42011,Professeure adjointe,Ph.D.,2018,Université McGill,Canada,CA
in32970,F,Anglais,Oral,42011,Professeure adjointe,"Postdoctorat de recherche, Centre de recherche en Multilittératies",2018,Université Brock,Canada,CA
in32970,F,Anglais,Oral,42011,Professeure adjointe,Ph.D.,2018,Université McGill,Canada,CA
in32970,F,Français,Oral,42011,Professeure adjointe,"Postdoctorat de recherche, Centre de recherche en Multilittératies",2018,Université Brock,Canada,CA
in32970,F,Français,Oral,42011,Professeure adjointe,Ph.D.,2018,Université McGill,Canada,CA
in32970,F,Espagnol; castillan,Oral,42011,Professeure adjointe,"Postdoctorat de recherche, Centre de recherche en Multilittératies",2018,Université Brock,Canada,CA
in32970,F,Espagnol; castillan,Oral,42011,Professeure adjointe,Ph.D.,2018,Université McGill,Canada,CA
in32971,F,Anglais,Écrit,42011,Professeure adjointe,Doctorat (PhD) en Sciences Psychologiques (Psychologie du Développement),2017,Università degli Studi di Padova,Italie,IT
in32971,F,Anglais,Écrit,42011,Professeure adjointe,Baccalauréat en sciences psychologiques: personnalité et relations interpersonnelles,2010,,,
in32971,F,Anglais,Écrit,42011,Professeure adjointe,"Formation clinique en observation psychanalytique de l’enfant à la Tavistock Clinic (Venise, Italie).",2017,,,
in32971,F,Anglais,Écrit,42011,Professeure adjointe,Maîtrise en psychologie clinique,2012,Università degli Studi di Padova,Italie,IT
in32971,F,Français,Écrit,42011,Professeure adjointe,Doctorat (PhD) en Sciences Psychologiques (Psychologie du Développement),2017,Università degli Studi di Padova,Italie,IT
in32971,F,Français,Écrit,42011,Professeure adjointe,Baccalauréat en sciences psychologiques: personnalité et relations interpersonnelles,2010,,,
in32971,F,Français,Écrit,42011,Professeure adjointe,"Formation clinique en observation psychanalytique de l’enfant à la Tavistock Clinic (Venise, Italie).",2017,,,
in32971,F,Français,Écrit,42011,Professeure adjointe,Maîtrise en psychologie clinique,2012,Università degli Studi di Padova,Italie,IT
in32971,F,Italien,Écrit,42011,Professeure adjointe,Doctorat (PhD) en Sciences Psychologiques (Psychologie du Développement),2017,Università degli Studi di Padova,Italie,IT
in32971,F,Italien,Écrit,42011,Professeure adjointe,Baccalauréat en sciences psychologiques: personnalité et relations interpersonnelles,2010,,,
in32971,F,Italien,Écrit,42011,Professeure adjointe,"Formation clinique en observation psychanalytique de l’enfant à la Tavistock Clinic (Venise, Italie).",2017,,,
in32971,F,Italien,Écrit,42011,Professeure adjointe,Maîtrise en psychologie clinique,2012,Università degli Studi di Padova,Italie,IT
in32971,F,Français,Oral,42011,Professeure adjointe,Doctorat (PhD) en Sciences Psychologiques (Psychologie du Développement),2017,Università degli Studi di Padova,Italie,IT
in32971,F,Français,Oral,42011,Professeure adjointe,Baccalauréat en sciences psychologiques: personnalité et relations interpersonnelles,2010,,,
in32971,F,Français,Oral,42011,Professeure adjointe,"Formation clinique en observation psychanalytique de l’enfant à la Tavistock Clinic (Venise, Italie).",2017,,,
in32971,F,Français,Oral,42011,Professeure adjointe,Maîtrise en psychologie clinique,2012,Università degli Studi di Padova,Italie,IT
in32971,F,Frioulan,Oral,42011,Professeure adjointe,Doctorat (PhD) en Sciences Psychologiques (Psychologie du Développement),2017,Università degli Studi di Padova,Italie,IT
in32971,F,Frioulan,Oral,42011,Professeure adjointe,Baccalauréat en sciences psychologiques: personnalité et relations interpersonnelles,2010,,,
in32971,F,Frioulan,Oral,42011,Professeure adjointe,"Formation clinique en observation psychanalytique de l’enfant à la Tavistock Clinic (Venise, Italie).",2017,,,
in32971,F,Frioulan,Oral,42011,Professeure adjointe,Maîtrise en psychologie clinique,2012,Università degli Studi di Padova,Italie,IT
in32978,F,,,42011,Professeure adjointe,,,,,
in32989,M,Anglais,Écrit,52060,Professeur sous octroi adjoint,,,,,
in32989,M,Anglais,Écrit,52060,Professeur sous octroi adjoint,,,,,
in32989,M,Français,Écrit,52060,Professeur sous octroi adjoint,,,,,
in32989,M,Français,Écrit,52060,Professeur sous octroi adjoint,,,,,
in32989,M,Espagnol; castillan,Écrit,52060,Professeur sous octroi adjoint,,,,,
in32989,M,Espagnol; castillan,Écrit,52060,Professeur sous octroi adjoint,,,,,
in32989,M,Anglais,Oral,52060,Professeur sous octroi adjoint,,,,,
in32989,M,Anglais,Oral,52060,Professeur sous octroi adjoint,,,,,
in32989,M,Français,Oral,52060,Professeur sous octroi adjoint,,,,,
in32989,M,Français,Oral,52060,Professeur sous octroi adjoint,,,,,
in32989,M,Espagnol; castillan,Oral,52060,Professeur sous octroi adjoint,,,,,
in32989,M,Espagnol; castillan,Oral,52060,Professeur sous octroi adjoint,,,,,
in32994,F,,,52051,Chercheuse invitée,,,,,
in32995,M,,,52051,Chercheur invité,,,,,
in33017,M,,,42011,Professeur adjoint,,,,,
in33018,M,,,42011,Professeur adjoint,,,,,
in33020,F,Anglais,Écrit,42011,Professeure adjointe,,,,,
in33020,F,Français,Écrit,42011,Professeure adjointe,,,,,
in33027,M,,,42011,Professeur adjoint,,,,,
in33028,M,Anglais,Écrit,42011,Professeur adjoint,Postdoctorat,2021,Université Queen's,Canada,CA
in33028,M,Anglais,Écrit,42011,Professeur adjoint,Doctorat,2020,Université McGill,Canada,CA
in33028,M,Français,Écrit,42011,Professeur adjoint,Postdoctorat,2021,Université Queen's,Canada,CA
in33028,M,Français,Écrit,42011,Professeur adjoint,Doctorat,2020,Université McGill,Canada,CA
in33028,M,Français,Oral,42011,Professeur adjoint,Postdoctorat,2021,Université Queen's,Canada,CA
in33028,M,Français,Oral,42011,Professeur adjoint,Doctorat,2020,Université McGill,Canada,CA
in33037,F,Anglais,Écrit,42011,Professeure adjointe,,,,,
in33037,F,Français,Écrit,42011,Professeure adjointe,,,,,
in33037,F,Anglais,Oral,42011,Professeure adjointe,,,,,
in33037,F,Français,Oral,42011,Professeure adjointe,,,,,
in33038,M,,,42011,Professeur adjoint,,,,,
in33039,F,,,42011,Professeure adjointe,,,,,
in33070,F,Anglais,Écrit,42011,Professeure adjointe,,,,,
in33070,F,Français,Écrit,42011,Professeure adjointe,,,,,
in33070,F,Anglais,Oral,42011,Professeure adjointe,,,,,
in33070,F,Français,Oral,42011,Professeure adjointe,,,,,
in33098,M,,,42011,Professeur adjoint,PhD,2017,Harvard,États-Unis,US
in33098,M,,,42011,Professeur adjoint,MTS,2009,Harvard Divinity School,États-Unis,US
in33098,M,,,42011,Professeur adjoint,PhD,2017,Harvard,États-Unis,US
in33098,M,,,42011,Professeur adjoint,MTS,2009,Harvard Divinity School,États-Unis,US
in33099,M,Anglais,Écrit,42011,Professeur adjoint,,,,,
in33099,M,Français,Écrit,42011,Professeur adjoint,,,,,
in33099,M,Allemand,Écrit,42011,Professeur adjoint,,,,,
in33099,M,Anglais,Oral,42011,Professeur adjoint,,,,,
in33099,M,Français,Oral,42011,Professeur adjoint,,,,,
in33099,M,Allemand,Oral,42011,Professeur adjoint,,,,,
in33100,M,Anglais,Écrit,42011,Professeur adjoint,,,,,
in33100,M,Français,Écrit,42011,Professeur adjoint,,,,,
in33106,F,Arabe,Écrit,42011,Professeure adjointe,,,,,
in33106,F,Anglais,Écrit,42011,Professeure adjointe,,,,,
in33106,F,Français,Écrit,42011,Professeure adjointe,,,,,
in33106,F,Arabe,Oral,42011,Professeure adjointe,,,,,
in33106,F,Anglais,Oral,42011,Professeure adjointe,,,,,
in33106,F,Français,Oral,42011,Professeure adjointe,,,,,
in33118,M,,,52051,Chercheur invité,,,,,
in33140,F,Français,Écrit,42001,Professeure titulaire,,,,,
in33140,F,Français,Oral,42001,Professeure titulaire,,,,,
in33162,M,Anglais,Écrit,52070,Professeur/chercheur adjoint,,,,,
in33162,M,Anglais,Écrit,Z9Z9Z,Professeur accrédité,,,,,
in33162,M,Français,Écrit,52070,Professeur/chercheur adjoint,,,,,
in33162,M,Français,Écrit,Z9Z9Z,Professeur accrédité,,,,,
in33162,M,Espagnol; castillan,Écrit,52070,Professeur/chercheur adjoint,,,,,
in33162,M,Espagnol; castillan,Écrit,Z9Z9Z,Professeur accrédité,,,,,
in33162,M,Anglais,Oral,52070,Professeur/chercheur adjoint,,,,,
in33162,M,Anglais,Oral,Z9Z9Z,Professeur accrédité,,,,,
in33162,M,Français,Oral,52070,Professeur/chercheur adjoint,,,,,
in33162,M,Français,Oral,Z9Z9Z,Professeur accrédité,,,,,
in33162,M,Espagnol; castillan,Oral,52070,Professeur/chercheur adjoint,,,,,
in33162,M,Espagnol; castillan,Oral,Z9Z9Z,Professeur accrédité,,,,,
in33178,M,Anglais,Écrit,42031,Professeur invité,1er Prix du CNSMDP en violon,1987,Conservatoire National Supérieur de Musique et de Danse de Paris,France,FR
in33178,M,Anglais,Écrit,42031,Professeur invité,1er Prix du CNSMDP en violon,1987,The Indiana University Jacobs School of Music in Bloomington,États-Unis,US
in33178,M,Français,Écrit,42031,Professeur invité,1er Prix du CNSMDP en violon,1987,Conservatoire National Supérieur de Musique et de Danse de Paris,France,FR
in33178,M,Français,Écrit,42031,Professeur invité,1er Prix du CNSMDP en violon,1987,The Indiana University Jacobs School of Music in Bloomington,États-Unis,US
in33178,M,Français,Oral,42031,Professeur invité,1er Prix du CNSMDP en violon,1987,Conservatoire National Supérieur de Musique et de Danse de Paris,France,FR
in33178,M,Français,Oral,42031,Professeur invité,1er Prix du CNSMDP en violon,1987,The Indiana University Jacobs School of Music in Bloomington,États-Unis,US
in33180,F,Français,Écrit,42011,Professeure adjointe,,,,,
in33180,F,Français,Oral,42011,Professeure adjointe,,,,,
in33190,M,Néerlandais; flamand,Écrit,42031,Professeur invité,Doctorat,1993,,,
in33190,M,Anglais,Écrit,42031,Professeur invité,Doctorat,1993,,,
in33190,M,Français,Écrit,42031,Professeur invité,Doctorat,1993,,,
in33190,M,Néerlandais; flamand,Oral,42031,Professeur invité,Doctorat,1993,,,
in33190,M,Anglais,Oral,42031,Professeur invité,Doctorat,1993,,,
in33190,M,Français,Oral,42031,Professeur invité,Doctorat,1993,,,
in33191,M,,,42011,Professeur adjoint,,,,,
in33193,F,,,52060,Professeure sous octroi adjointe,,,,,
in33194,F,,,42016,Professeure adjointe de clinique,,,,,
in33225,M,Anglais,Écrit,42011,Professeur adjoint,Baccaularéat,2007,Universidad Autónoma de San Luis Potosí,Mexique,MX
in33225,M,Anglais,Écrit,42011,Professeur adjoint,Maîtrise,2013,University of Cincinnati,États-Unis,US
in33225,M,Espagnol; castillan,Écrit,42011,Professeur adjoint,Baccaularéat,2007,Universidad Autónoma de San Luis Potosí,Mexique,MX
in33225,M,Espagnol; castillan,Écrit,42011,Professeur adjoint,Maîtrise,2013,University of Cincinnati,États-Unis,US
in33229,M,Anglais,Écrit,42001,Professeur titulaire,,,,,
in33229,M,Français,Écrit,42001,Professeur titulaire,,,,,
in33231,F,Arabe,Écrit,42031,Professeure invitée,Habilitation à diriger des recherches,2021,Université de Bordeaux,France,FR
in33231,F,Arabe,Écrit,42031,Professeure invitée,Habilitation à diriger des recherches,2021,Université de Bordeaux,France,FR
in33231,F,Arabe,Écrit,42031,Professeure invitée,Doctorat,2009,Université d'Orléans,France,FR
in33231,F,Arabe,Écrit,42031,Professeure invitée,Master,2007,Université d'Orléans,France,FR
in33231,F,Arabe,Écrit,42031,Professeure invitée,Licence,2005,Université d'Orléans,France,FR
in33231,F,Anglais,Écrit,42031,Professeure invitée,Habilitation à diriger des recherches,2021,Université de Bordeaux,France,FR
in33231,F,Anglais,Écrit,42031,Professeure invitée,Habilitation à diriger des recherches,2021,Université de Bordeaux,France,FR
in33231,F,Anglais,Écrit,42031,Professeure invitée,Doctorat,2009,Université d'Orléans,France,FR
in33231,F,Anglais,Écrit,42031,Professeure invitée,Master,2007,Université d'Orléans,France,FR
in33231,F,Anglais,Écrit,42031,Professeure invitée,Licence,2005,Université d'Orléans,France,FR
in33231,F,Français,Écrit,42031,Professeure invitée,Habilitation à diriger des recherches,2021,Université de Bordeaux,France,FR
in33231,F,Français,Écrit,42031,Professeure invitée,Habilitation à diriger des recherches,2021,Université de Bordeaux,France,FR
in33231,F,Français,Écrit,42031,Professeure invitée,Doctorat,2009,Université d'Orléans,France,FR
in33231,F,Français,Écrit,42031,Professeure invitée,Master,2007,Université d'Orléans,France,FR
in33231,F,Français,Écrit,42031,Professeure invitée,Licence,2005,Université d'Orléans,France,FR
in33239,M,,,42006,Professeur agrégé,,,,,
in33261,F,,,42011,Professeure adjointe,,,,,
in33358,F,,,42016,Professeure adjointe de clinique,,,,,
in33368,M,,,42016,Professeur adjoint de clinique,,,,,
in33391,F,,,42032,Professeure associée,,,,,
in33394,M,,,42016,Professeur adjoint de clinique,,,,,
in33403,F,,,42016,Professeure adjointe de clinique,,,,,
in33420,M,,,42016,Professeur adjoint de clinique,,,,,
in33421,F,,,42016,Professeure adjointe de clinique,,,,,
in33449,F,,,42016,Professeure adjointe de clinique,,,,,
in33462,M,,,42016,Professeur adjoint de clinique,,,,,
in33653,F,,,42016,Professeure adjointe de clinique,,,,,
in33663,M,,,42016,Professeur adjoint de clinique,,,,,
in33690,M,,,42032,Professeur associé,,,,,
in33755,F,,,42016,Professeure adjointe de clinique,,,,,
in33794,F,,,42016,Professeure adjointe de clinique,,,,,
in33807,M,,,42016,Professeur adjoint de clinique,,,,,
in33861,F,,,42016,Professeure adjointe de clinique,,,,,
in33990,F,,,42016,Professeure adjointe de clinique,,,,,
in34001,F,,,42016,Professeure adjointe de clinique,,,,,
in34052,M,,,42016,Professeur adjoint de clinique,,,,,
in34094,F,,,42016,Professeure adjointe de clinique,,,,,
in34099,M,,,42016,Professeur adjoint de clinique,,,,,
in34143,M,,,42016,Professeur adjoint de clinique,,,,,
in34149,M,Anglais,Écrit,42016,Professeur adjoint de clinique,D.E.S. en médecine de famille,2015,,,
in34149,M,Français,Écrit,42016,Professeur adjoint de clinique,D.E.S. en médecine de famille,2015,,,
in34149,M,Anglais,Oral,42016,Professeur adjoint de clinique,D.E.S. en médecine de famille,2015,,,
in34149,M,Français,Oral,42016,Professeur adjoint de clinique,D.E.S. en médecine de famille,2015,,,
in34157,F,Anglais,Écrit,42016,Professeure adjointe de clinique,,,,,
in34157,F,Français,Écrit,42016,Professeure adjointe de clinique,,,,,
in34157,F,Portugais,Écrit,42016,Professeure adjointe de clinique,,,,,
in34157,F,Espagnol; castillan,Écrit,42016,Professeure adjointe de clinique,,,,,
in34157,F,Chinois,Oral,42016,Professeure adjointe de clinique,,,,,
in34157,F,Anglais,Oral,42016,Professeure adjointe de clinique,,,,,
in34157,F,Français,Oral,42016,Professeure adjointe de clinique,,,,,
in34157,F,Portugais,Oral,42016,Professeure adjointe de clinique,,,,,
in34157,F,Espagnol; castillan,Oral,42016,Professeure adjointe de clinique,,,,,
in34166,F,,,42016,Professeure adjointe de clinique,,,,,
in34177,M,,,42016,Professeur adjoint de clinique,,,,,
in34184,M,,,42031,Professeur invité,,,,,
in34187,M,Français,Écrit,42031,Professeur invité,,,,,
in34187,M,Français,Oral,42031,Professeur invité,,,,,
in34193,F,,,42011,Professeure adjointe,,,,,
in34194,M,Anglais,Écrit,42011,Professeur adjoint,Doctorat,2013,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Anglais,Écrit,42011,Professeur adjoint,DÉS,2016,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Anglais,Écrit,42011,Professeur adjoint,DÉS,2016,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Anglais,Écrit,42011,Professeur adjoint,PhD,2020,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Français,Écrit,42011,Professeur adjoint,Doctorat,2013,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Français,Écrit,42011,Professeur adjoint,DÉS,2016,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Français,Écrit,42011,Professeur adjoint,DÉS,2016,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Français,Écrit,42011,Professeur adjoint,PhD,2020,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Anglais,Oral,42011,Professeur adjoint,Doctorat,2013,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Anglais,Oral,42011,Professeur adjoint,DÉS,2016,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Anglais,Oral,42011,Professeur adjoint,DÉS,2016,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Anglais,Oral,42011,Professeur adjoint,PhD,2020,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Français,Oral,42011,Professeur adjoint,Doctorat,2013,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Français,Oral,42011,Professeur adjoint,DÉS,2016,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Français,Oral,42011,Professeur adjoint,DÉS,2016,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34194,M,Français,Oral,42011,Professeur adjoint,PhD,2020,"Faculté de médecine vétérinaire, Université de Montréal",Canada,CA
in34201,M,,,42016,Professeur adjoint de clinique,,,,,
in34213,F,,,42006,Professeure agrégée,,,,,
in34236,F,Anglais,Écrit,42011,Professeure adjointe,,,,,
in34236,F,Anglais,Oral,42011,Professeure adjointe,,,,,
in34236,F,Français,Oral,42011,Professeure adjointe,,,,,
in34246,F,,,42032,Professeure associée,,,,,
in34247,F,,,42032,Professeure associée,,,,,
in34253,M,Arabe,Écrit,42016,Professeur adjoint de clinique,,,,,
in34253,M,Anglais,Écrit,42016,Professeur adjoint de clinique,,,,,
in34253,M,Français,Écrit,42016,Professeur adjoint de clinique,,,,,
in34253,M,Espagnol; castillan,Écrit,42016,Professeur adjoint de clinique,,,,,
in34253,M,Arabe,Oral,42016,Professeur adjoint de clinique,,,,,
in34253,M,Anglais,Oral,42016,Professeur adjoint de clinique,,,,,
in34253,M,Français,Oral,42016,Professeur adjoint de clinique,,,,,
in34253,M,Espagnol; castillan,Oral,42016,Professeur adjoint de clinique,,,,,
in34263,M,Français,Écrit,42011,Professeur adjoint,Diplôme d'état de Docteur Vétérinaire,2014,École Nationale Vétérinaire de Nantes,France,FR
in34263,M,Français,Écrit,42011,Professeur adjoint,Internat de perfectionnement en sciences appliquées vétérinaires (IPSAV),2015,Faculté de médecine vétérinaire - Université de Montréal,Canada,CA
in34263,M,Français,Écrit,42011,Professeur adjoint,Résidence de neurologie/neurochirurgie vétérinaire,2018,Ontario Veterinary College - University of Guelph,Canada,CA
in34263,M,Français,Écrit,42011,Professeur adjoint,PhD,2021,Ontario Veterinary College - University of Guelph,Canada,CA
in34263,M,Français,Écrit,42011,Professeur adjoint,PhD,2021,Ontario Veterinary College - University of Guelph,Canada,CA
in34263,M,Français,Oral,42011,Professeur adjoint,Diplôme d'état de Docteur Vétérinaire,2014,École Nationale Vétérinaire de Nantes,France,FR
in34263,M,Français,Oral,42011,Professeur adjoint,Internat de perfectionnement en sciences appliquées vétérinaires (IPSAV),2015,Faculté de médecine vétérinaire - Université de Montréal,Canada,CA
in34263,M,Français,Oral,42011,Professeur adjoint,Résidence de neurologie/neurochirurgie vétérinaire,2018,Ontario Veterinary College - University of Guelph,Canada,CA
in34263,M,Français,Oral,42011,Professeur adjoint,PhD,2021,Ontario Veterinary College - University of Guelph,Canada,CA
in34263,M,Français,Oral,42011,Professeur adjoint,PhD,2021,Ontario Veterinary College - University of Guelph,Canada,CA
in34264,F,,,42032,Professeure associée,,,,,
in34288,M,Anglais,Écrit,42016,Professeur adjoint de clinique,,,,,
in34288,M,Français,Écrit,42016,Professeur adjoint de clinique,,,,,
in34288,M,Espagnol; castillan,Écrit,42016,Professeur adjoint de clinique,,,,,
in34288,M,Anglais,Oral,42016,Professeur adjoint de clinique,,,,,
in34288,M,Français,Oral,42016,Professeur adjoint de clinique,,,,,
in34288,M,Espagnol; castillan,Oral,42016,Professeur adjoint de clinique,,,,,
in34297,M,Français,Écrit,42016,Professeur adjoint de clinique,,,,,
in34297,M,Français,Oral,42016,Professeur adjoint de clinique,,,,,
in34298,F,Français,Écrit,42016,Professeure adjointe de clinique,,,,,
in34298,F,Français,Oral,42016,Professeure adjointe de clinique,,,,,
in34299,F,Français,Écrit,42016,Professeure adjointe de clinique,,,,,
in34299,F,Français,Oral,42016,Professeure adjointe de clinique,,,,,
in34310,M,,,42001,Professeur titulaire,,,,,
in34310,M,,,42001,Professeur titulaire,,,,,
in34327,F,,,42032,Professeure associée,,,,,
in34330,M,Anglais,Écrit,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Anglais,Écrit,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Anglais,Écrit,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Anglais,Écrit,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Anglais,Écrit,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Anglais,Écrit,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Anglais,Écrit,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Anglais,Écrit,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Anglais,Écrit,42032,Professeur associé,Maîtrise,2009,Université de Montréal,Canada,CA
in34330,M,Anglais,Écrit,42032,Professeur associé,Maîtrise,2009,Université de Montréal,Canada,CA
in34330,M,Anglais,Écrit,42032,Professeur associé,Baccalauréat / Licence,2007,Université Claude Bernard Lyon 1,France,FR
in34330,M,Anglais,Écrit,42032,Professeur associé,Baccalauréat / Licence,2007,Université Claude Bernard Lyon 1,France,FR
in34330,M,Français,Écrit,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Français,Écrit,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Français,Écrit,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Français,Écrit,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Français,Écrit,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Français,Écrit,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Français,Écrit,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Français,Écrit,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Français,Écrit,42032,Professeur associé,Maîtrise,2009,Université de Montréal,Canada,CA
in34330,M,Français,Écrit,42032,Professeur associé,Maîtrise,2009,Université de Montréal,Canada,CA
in34330,M,Français,Écrit,42032,Professeur associé,Baccalauréat / Licence,2007,Université Claude Bernard Lyon 1,France,FR
in34330,M,Français,Écrit,42032,Professeur associé,Baccalauréat / Licence,2007,Université Claude Bernard Lyon 1,France,FR
in34330,M,Anglais,Oral,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Anglais,Oral,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Anglais,Oral,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Anglais,Oral,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Anglais,Oral,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Anglais,Oral,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Anglais,Oral,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Anglais,Oral,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Anglais,Oral,42032,Professeur associé,Maîtrise,2009,Université de Montréal,Canada,CA
in34330,M,Anglais,Oral,42032,Professeur associé,Maîtrise,2009,Université de Montréal,Canada,CA
in34330,M,Anglais,Oral,42032,Professeur associé,Baccalauréat / Licence,2007,Université Claude Bernard Lyon 1,France,FR
in34330,M,Anglais,Oral,42032,Professeur associé,Baccalauréat / Licence,2007,Université Claude Bernard Lyon 1,France,FR
in34330,M,Français,Oral,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Français,Oral,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Français,Oral,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Français,Oral,42032,Professeur associé,Postdoctorat,2017,École de technologie supérieure,Canada,CA
in34330,M,Français,Oral,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Français,Oral,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Français,Oral,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Français,Oral,42032,Professeur associé,Doctorat,2015,Université de Montréal,Canada,CA
in34330,M,Français,Oral,42032,Professeur associé,Maîtrise,2009,Université de Montréal,Canada,CA
in34330,M,Français,Oral,42032,Professeur associé,Maîtrise,2009,Université de Montréal,Canada,CA
in34330,M,Français,Oral,42032,Professeur associé,Baccalauréat / Licence,2007,Université Claude Bernard Lyon 1,France,FR
in34330,M,Français,Oral,42032,Professeur associé,Baccalauréat / Licence,2007,Université Claude Bernard Lyon 1,France,FR
in34335,F,Français,Écrit,42016,Professeure adjointe de clinique,,,,,
in34335,F,Français,Écrit,42016,Professeure adjointe de clinique,,,,,
in34335,F,Français,Oral,42016,Professeure adjointe de clinique,,,,,
in34335,F,Français,Oral,42016,Professeure adjointe de clinique,,,,,
in34337,F,,,42032,Professeure associée,,,,,
in34343,M,,,42016,Professeur adjoint de clinique,,,,,
in34361,F,,,42011,Professeure adjointe,,,,,
in34368,F,,,52060,Professeure sous octroi adjointe,,,,,
in34368,F,,,52060,Professeure sous octroi adjointe,,,,,
in34396,M,Anglais,Oral,42031,Professeur invité,,,,,
in34396,M,Français,Oral,42031,Professeur invité,,,,,
in34400,F,,,42031,Professeure invitée,,,,,
in34413,F,,,42016,Professeure adjointe de clinique,,,,,
in34483,F,Français,Écrit,42016,Professeure adjointe de clinique,,,,,
in34483,F,Français,Oral,42016,Professeure adjointe de clinique,,,,,
in34487,M,,,42031,Professeur invité,Pharm.D.,2014,,,
in34487,M,,,42031,Professeur invité,M.Sc.,2015,,,
in34522,M,Français,Écrit,42011,Professeur adjoint,,,,,
in34522,M,Français,Oral,42011,Professeur adjoint,,,,,
in34586,M,,,42011,Professeur adjoint,,,,,
in34588,F,,,42032,Professeure associée,,,,,
in34595,F,,,42016,Professeure adjointe de clinique,,,,,
in34603,M,,,42016,Professeur adjoint de clinique,,,,,
in34629,M,Anglais,Écrit,42031,Professeur invité,Prix en Direction d'Orchestre,2011,Conservatoire de Musique et d'Art Dramatique du Québec,Canada,CA
in34629,M,Anglais,Écrit,42031,Professeur invité,"Diplôme d’Artiste, Interprétation Orgue",2010,Conservatoire de Musique et d'Art Dramatique du Québec,Canada,CA
in34629,M,Anglais,Écrit,42031,Professeur invité,Prix du Conservatoire en Contrepoint,2007,,,
in34629,M,Français,Écrit,42031,Professeur invité,Prix en Direction d'Orchestre,2011,Conservatoire de Musique et d'Art Dramatique du Québec,Canada,CA
